run_dir,total_steps,elapsed_s,total_dist_m,lane_changes,avg_speed_kmh,max_speed_kmh,avg_accel_ms2,max_accel_ms2,min_accel_ms2,total_cost,crash_vehicle_steps,crash_object_steps,broken_line_steps
20260316_192212_vlm,737,963.25,654.87,22,32.0478,56.8475,0.1899,35.3167,-9.2795,11.0,0,0,192
