run_dir,total_steps,elapsed_s,total_dist_m,lane_changes,avg_speed_kmh,max_speed_kmh,avg_accel_ms2,max_accel_ms2,min_accel_ms2,total_cost,crash_vehicle_steps,crash_object_steps,broken_line_steps
20260316_194016_vlm,619,1397.33,651.25,16,37.9573,58.7456,0.2636,35.3167,-3.0986,8.0,8,0,82
