run_dir,total_steps,elapsed_s,total_dist_m,lane_changes,avg_speed_kmh,max_speed_kmh,avg_accel_ms2,max_accel_ms2,min_accel_ms2,total_cost,crash_vehicle_steps,crash_object_steps,broken_line_steps
20260316_201132_vlm,634,1369.69,654.71,17,37.2438,61.3068,0.2145,35.3167,-4.3922,31.0,3,0,115
