run_dir,total_steps,elapsed_s,total_dist_m,lane_changes,avg_speed_kmh,max_speed_kmh,avg_accel_ms2,max_accel_ms2,min_accel_ms2,total_cost,crash_vehicle_steps,crash_object_steps,broken_line_steps
20260316_172507_vlm,751,133.36,651.96,17,31.2941,54.7338,0.1253,35.3167,-9.3968,37.0,37,0,209
