run_dir,total_steps,elapsed_s,total_dist_m,lane_changes,avg_speed_kmh,max_speed_kmh,avg_accel_ms2,max_accel_ms2,min_accel_ms2,total_cost,crash_vehicle_steps,crash_object_steps,broken_line_steps
20260316_191010_vlm,526,583.16,651.0,16,44.6418,58.9325,0.2808,35.3167,-6.69,0.0,0,0,92
